site2;site1;dyadID;behaviour;complexity;presence1;presence2;shared;ibdbinary;ibdsource;neprabinary;neprasimilarity;sameregion;samehabitat;distance;min_observationtime_months;lon1;lat1;lon2;lat2;region1;region2;habitat1;habitat2;obstime1;obstime2;z.log.nepra;z.log.geo;z.obstime;z.log.obstime;refug.x;precip.x;refug.y;precip.y;meanref;z.sqrt.ref;meanprecip;z.log.precip
East Nimba;Conkouati;Conkouati_East Nimba;Termite eating;0;0;0;0;0;0;0;0.000410275;0;1;2531656.621;16;11.19912905;-3.947261686;-8.579053627;7.427879672;C;W;forest;forest;24;16;-0.089430149;0.473980147;-0.123437288;0.235491408;34.03866033;76;0;66;17.01933017;-1.667602292;71;0.200472957
East Nimba;Conkouati;Conkouati_East Nimba;Marrow pick;1;0;0;0;0;0;0;0.000410275;0;1;2531656.621;16;11.19912905;-3.947261686;-8.579053627;7.427879672;C;W;forest;forest;24;16;-0.089430149;0.473980147;-0.123437288;0.235491408;34.03866033;76;0;66;17.01933017;-1.667602292;71;0.200472957
East Nimba;Budongo;Budongo_East Nimba;Marrow pick;1;0;0;0;0;0;0;0.000204603;0;1;4492740.717;10;31.531515;1.736033555;-8.579053627;7.427879672;E;W;forest;forest;10;16;-0.506323365;1.059171651;-0.331693961;-0.285295492;67.76741782;41.66666667;0;66;33.88370891;-1.351402685;53.83333333;-0.806915289
East Nimba;Bafing;Bafing_East Nimba;Ant dipping;1;0;0;0;0;0;1;0.001045039;1;0;647543.2774;16;-10.43459141;12.98639809;-8.579053627;7.427879672;W;W;savannah;forest;20;16;0.470805758;-0.91704289;-0.123437288;0.235491408;536.2006924;117;0;66;268.1003462;0.616598911;91.5;1.123685281
East Nimba;Djouroutou;Djouroutou_East Nimba;Termite fishing;1;0;0;0;1;tableS9;1;0.001764041;1;1;269885.162;16;-7.205258661;5.411101561;-8.579053627;7.427879672;W;W;forest;forest;16;16;0.784515801;-1.809935155;-0.123437288;0.235491408;11.70184708;46;0;66;5.85092354;-1.985864202;56;-0.663301734
East Nimba;Conkouati;Conkouati_East Nimba;Termite fishing;1;0;0;0;0;0;0;0.000410275;0;1;2531656.621;16;11.19912905;-3.947261686;-8.579053627;7.427879672;C;W;forest;forest;24;16;-0.089430149;0.473980147;-0.123437288;0.235491408;34.03866033;76;0;66;17.01933017;-1.667602292;71;0.200472957
East Nimba;Bili-Uele;Bili-Uele_East Nimba;Leaf sponge;1;0;0;0;0;0;0;8.35E-05;0;1;3714338.789;1;24.81145212;4.186495919;-8.579053627;7.427879672;E;W;forest;forest;1;16;-1.043336333;0.865060816;-0.64407897;-2.836671862;206.6584926;43.05263158;0;66;103.3292463;-0.541262071;54.52631579;-0.760362927
East Nimba;Budongo;Budongo_East Nimba;Termite fishing;1;0;0;0;0;0;0;0.000204603;0;1;4492740.717;10;31.531515;1.736033555;-8.579053627;7.427879672;E;W;forest;forest;10;16;-0.506323365;1.059171651;-0.331693961;-0.285295492;67.76741782;41.66666667;0;66;33.88370891;-1.351402685;53.83333333;-0.806915289
East Nimba;Budongo;Budongo_East Nimba;Underground toolset;2;0;0;0;0;0;0;0.000204603;0;1;4492740.717;10;31.531515;1.736033555;-8.579053627;7.427879672;E;W;forest;forest;10;16;-0.506323365;1.059171651;-0.331693961;-0.285295492;67.76741782;41.66666667;0;66;33.88370891;-1.351402685;53.83333333;-0.806915289
East Nimba;Bwindi;Bwindi_East Nimba;Water dipping;1;0;0;0;0;0;0;0.000174111;0;1;4359795.829;16;29.76635121;-1.04902414;-8.579053627;7.427879672;E;W;forest;forest;32;16;-0.603020459;1.028526361;-0.123437288;0.235491408;40.46149823;35;0;66;20.23074911;-1.598150927;50.5;-1.039555425
East Nimba;Bili-Uele;Bili-Uele_East Nimba;Termite fishing;1;0;0;0;0;0;0;8.35E-05;0;1;3714338.789;1;24.81145212;4.186495919;-8.579053627;7.427879672;E;W;forest;forest;1;16;-1.043336333;0.865060816;-0.64407897;-2.836671862;206.6584926;43.05263158;0;66;103.3292463;-0.541262071;54.52631579;-0.760362927
East Nimba;Bili-Uele;Bili-Uele_East Nimba;Honey above-ground;1;1;0;0;0;0;0;8.35E-05;0;1;3714338.789;1;24.81145212;4.186495919;-8.579053627;7.427879672;E;W;forest;forest;1;16;-1.043336333;0.865060816;-0.64407897;-2.836671862;206.6584926;43.05263158;0;66;103.3292463;-0.541262071;54.52631579;-0.760362927
East Nimba;Budongo;Budongo_East Nimba;Termite eating;0;1;0;0;0;0;0;0.000204603;0;1;4492740.717;10;31.531515;1.736033555;-8.579053627;7.427879672;E;W;forest;forest;10;16;-0.506323365;1.059171651;-0.331693961;-0.285295492;67.76741782;41.66666667;0;66;33.88370891;-1.351402685;53.83333333;-0.806915289
East Nimba;Conkouati;Conkouati_East Nimba;Honey above-ground;1;1;0;0;0;0;0;0.000410275;0;1;2531656.621;16;11.19912905;-3.947261686;-8.579053627;7.427879672;C;W;forest;forest;24;16;-0.089430149;0.473980147;-0.123437288;0.235491408;34.03866033;76;0;66;17.01933017;-1.667602292;71;0.200472957
East Nimba;Conkouati;Conkouati_East Nimba;Nut cracking;2;0;1;0;0;0;0;0.000410275;0;1;2531656.621;16;11.19912905;-3.947261686;-8.579053627;7.427879672;C;W;forest;forest;24;16;-0.089430149;0.473980147;-0.123437288;0.235491408;34.03866033;76;0;66;17.01933017;-1.667602292;71;0.200472957
East Nimba;Budongo;Budongo_East Nimba;Algae fishing;1;NA;0;NA;0;0;0;0.000204603;0;1;4492740.717;10;31.531515;1.736033555;-8.579053627;7.427879672;E;W;forest;forest;10;16;-0.506323365;1.059171651;-0.331693961;-0.285295492;67.76741782;41.66666667;0;66;33.88370891;-1.351402685;53.83333333;-0.806915289
East Nimba;Bili-Uele;Bili-Uele_East Nimba;Ant fishing;1;1;0;0;0;0;0;8.35E-05;0;1;3714338.789;1;24.81145212;4.186495919;-8.579053627;7.427879672;E;W;forest;forest;1;16;-1.043336333;0.865060816;-0.64407897;-2.836671862;206.6584926;43.05263158;0;66;103.3292463;-0.541262071;54.52631579;-0.760362927
East Nimba;Djouroutou;Djouroutou_East Nimba;Ant eating;0;0;0;0;1;tableS9;1;0.001764041;1;1;269885.162;16;-7.205258661;5.411101561;-8.579053627;7.427879672;W;W;forest;forest;16;16;0.784515801;-1.809935155;-0.123437288;0.235491408;11.70184708;46;0;66;5.85092354;-1.985864202;56;-0.663301734
East Nimba;Dindefelo;Dindefelo_East Nimba;Honey above-ground;1;0;0;0;1;tableS9;1;0.00199034;1;0;687566.2327;12;-12.39585383;12.36026396;-8.579053627;7.427879672;W;W;savannah;forest;12;16;0.856837539;-0.855857241;-0.26227507;-0.083274332;564.3304759;116;0;66;282.165238;0.695671961;91;1.103742332
East Nimba;Dindefelo;Dindefelo_East Nimba;Marrow pick;1;0;0;0;1;tableS9;1;0.00199034;1;0;687566.2327;12;-12.39585383;12.36026396;-8.579053627;7.427879672;W;W;savannah;forest;12;16;0.856837539;-0.855857241;-0.26227507;-0.083274332;564.3304759;116;0;66;282.165238;0.695671961;91;1.103742332
East Nimba;Conkouati;Conkouati_East Nimba;Honey eating;0;0;0;0;0;0;0;0.000410275;0;1;2531656.621;16;11.19912905;-3.947261686;-8.579053627;7.427879672;C;W;forest;forest;24;16;-0.089430149;0.473980147;-0.123437288;0.235491408;34.03866033;76;0;66;17.01933017;-1.667602292;71;0.200472957
East Nimba;Bili-Uele;Bili-Uele_East Nimba;Algae fishing;1;0;0;0;0;0;0;8.35E-05;0;1;3714338.789;1;24.81145212;4.186495919;-8.579053627;7.427879672;E;W;forest;forest;1;16;-1.043336333;0.865060816;-0.64407897;-2.836671862;206.6584926;43.05263158;0;66;103.3292463;-0.541262071;54.52631579;-0.760362927
East Nimba;Bwindi;Bwindi_East Nimba;Underground toolset;2;0;0;0;0;0;0;0.000174111;0;1;4359795.829;16;29.76635121;-1.04902414;-8.579053627;7.427879672;E;W;forest;forest;32;16;-0.603020459;1.028526361;-0.123437288;0.235491408;40.46149823;35;0;66;20.23074911;-1.598150927;50.5;-1.039555425
East Nimba;Budongo;Budongo_East Nimba;Honey underground ;1;0;0;0;0;0;0;0.000204603;0;1;4492740.717;10;31.531515;1.736033555;-8.579053627;7.427879672;E;W;forest;forest;10;16;-0.506323365;1.059171651;-0.331693961;-0.285295492;67.76741782;41.66666667;0;66;33.88370891;-1.351402685;53.83333333;-0.806915289
East Nimba;Bafing;Bafing_East Nimba;Honey eating;0;0;0;0;0;0;1;0.001045039;1;0;647543.2774;16;-10.43459141;12.98639809;-8.579053627;7.427879672;W;W;savannah;forest;20;16;0.470805758;-0.91704289;-0.123437288;0.235491408;536.2006924;117;0;66;268.1003462;0.616598911;91.5;1.123685281
East Nimba;Bili-Uele;Bili-Uele_East Nimba;Honey underground ;1;1;0;0;0;0;0;8.35E-05;0;1;3714338.789;1;24.81145212;4.186495919;-8.579053627;7.427879672;E;W;forest;forest;1;16;-1.043336333;0.865060816;-0.64407897;-2.836671862;206.6584926;43.05263158;0;66;103.3292463;-0.541262071;54.52631579;-0.760362927
East Nimba;Bateke;Bateke_East Nimba;Nut cracking;2;NA;1;NA;0;0;0;2.19E-05;0;0;2721130.358;16;14.01392055;-2.089069386;-8.579053627;7.427879672;C;W;savannah;forest;23;16;-1.8452742;0.547613547;-0.123437288;0.235491408;228.6298578;57;0;66;114.3149289;-0.443034192;61.5;-0.322326011
East Nimba;Boe;Boe_East Nimba;Honey toolset;2;0;0;0;1;tableS9;1;0.003381412;1;0;776786.5651;15;-14.07014562;11.86054725;-8.579053627;7.427879672;W;W;savannah;forest;15;16;1.174403339;-0.731381837;-0.158146734;0.163979585;606.0067926;117;0;66;303.0033963;0.809285605;91.5;1.123685281
East Nimba;Budongo;Budongo_East Nimba;Honey toolset;2;0;0;0;0;0;0;0.000204603;0;1;4492740.717;10;31.531515;1.736033555;-8.579053627;7.427879672;E;W;forest;forest;10;16;-0.506323365;1.059171651;-0.331693961;-0.285295492;67.76741782;41.66666667;0;66;33.88370891;-1.351402685;53.83333333;-0.806915289
East Nimba;Bafing;Bafing_East Nimba;Ant fishing;1;0;0;0;0;0;1;0.001045039;1;0;647543.2774;16;-10.43459141;12.98639809;-8.579053627;7.427879672;W;W;savannah;forest;20;16;0.470805758;-0.91704289;-0.123437288;0.235491408;536.2006924;117;0;66;268.1003462;0.616598911;91.5;1.123685281
East Nimba;Djouroutou;Djouroutou_East Nimba;Honey toolset;2;0;0;0;1;tableS9;1;0.001764041;1;1;269885.162;16;-7.205258661;5.411101561;-8.579053627;7.427879672;W;W;forest;forest;16;16;0.784515801;-1.809935155;-0.123437288;0.235491408;11.70184708;46;0;66;5.85092354;-1.985864202;56;-0.663301734
East Nimba;Bateke;Bateke_East Nimba;Honey toolset;2;0;0;0;0;0;0;2.19E-05;0;0;2721130.358;16;14.01392055;-2.089069386;-8.579053627;7.427879672;C;W;savannah;forest;23;16;-1.8452742;0.547613547;-0.123437288;0.235491408;228.6298578;57;0;66;114.3149289;-0.443034192;61.5;-0.322326011
East Nimba;Bafing;Bafing_East Nimba;Ant eating;0;0;0;0;0;0;1;0.001045039;1;0;647543.2774;16;-10.43459141;12.98639809;-8.579053627;7.427879672;W;W;savannah;forest;20;16;0.470805758;-0.91704289;-0.123437288;0.235491408;536.2006924;117;0;66;268.1003462;0.616598911;91.5;1.123685281
East Nimba;Budongo;Budongo_East Nimba;Honey above-ground;1;0;0;0;0;0;0;0.000204603;0;1;4492740.717;10;31.531515;1.736033555;-8.579053627;7.427879672;E;W;forest;forest;10;16;-0.506323365;1.059171651;-0.331693961;-0.285295492;67.76741782;41.66666667;0;66;33.88370891;-1.351402685;53.83333333;-0.806915289
East Nimba;Bateke;Bateke_East Nimba;Honey underground ;1;0;0;0;0;0;0;2.19E-05;0;0;2721130.358;16;14.01392055;-2.089069386;-8.579053627;7.427879672;C;W;savannah;forest;23;16;-1.8452742;0.547613547;-0.123437288;0.235491408;228.6298578;57;0;66;114.3149289;-0.443034192;61.5;-0.322326011
East Nimba;Budongo;Budongo_East Nimba;Leaf sponge;1;1;0;0;0;0;0;0.000204603;0;1;4492740.717;10;31.531515;1.736033555;-8.579053627;7.427879672;E;W;forest;forest;10;16;-0.506323365;1.059171651;-0.331693961;-0.285295492;67.76741782;41.66666667;0;66;33.88370891;-1.351402685;53.83333333;-0.806915289
East Nimba;Bili-Uele;Bili-Uele_East Nimba;Honey eating;0;0;0;0;0;0;0;8.35E-05;0;1;3714338.789;1;24.81145212;4.186495919;-8.579053627;7.427879672;E;W;forest;forest;1;16;-1.043336333;0.865060816;-0.64407897;-2.836671862;206.6584926;43.05263158;0;66;103.3292463;-0.541262071;54.52631579;-0.760362927
East Nimba;Bateke;Bateke_East Nimba;Underground toolset;2;0;0;0;0;0;0;2.19E-05;0;0;2721130.358;16;14.01392055;-2.089069386;-8.579053627;7.427879672;C;W;savannah;forest;23;16;-1.8452742;0.547613547;-0.123437288;0.235491408;228.6298578;57;0;66;114.3149289;-0.443034192;61.5;-0.322326011
East Nimba;Dindefelo;Dindefelo_East Nimba;Leaf sponge;1;0;0;0;1;tableS9;1;0.00199034;1;0;687566.2327;12;-12.39585383;12.36026396;-8.579053627;7.427879672;W;W;savannah;forest;12;16;0.856837539;-0.855857241;-0.26227507;-0.083274332;564.3304759;116;0;66;282.165238;0.695671961;91;1.103742332
East Nimba;Bateke;Bateke_East Nimba;Water dipping;1;0;0;0;0;0;0;2.19E-05;0;0;2721130.358;16;14.01392055;-2.089069386;-8.579053627;7.427879672;C;W;savannah;forest;23;16;-1.8452742;0.547613547;-0.123437288;0.235491408;228.6298578;57;0;66;114.3149289;-0.443034192;61.5;-0.322326011
East Nimba;Budongo;Budongo_East Nimba;Honey eating;0;0;0;0;0;0;0;0.000204603;0;1;4492740.717;10;31.531515;1.736033555;-8.579053627;7.427879672;E;W;forest;forest;10;16;-0.506323365;1.059171651;-0.331693961;-0.285295492;67.76741782;41.66666667;0;66;33.88370891;-1.351402685;53.83333333;-0.806915289
East Nimba;Bili-Uele;Bili-Uele_East Nimba;Honey toolset;2;0;0;0;0;0;0;8.35E-05;0;1;3714338.789;1;24.81145212;4.186495919;-8.579053627;7.427879672;E;W;forest;forest;1;16;-1.043336333;0.865060816;-0.64407897;-2.836671862;206.6584926;43.05263158;0;66;103.3292463;-0.541262071;54.52631579;-0.760362927
East Nimba;Djouroutou;Djouroutou_East Nimba;Honey eating;0;0;0;0;1;tableS9;1;0.001764041;1;1;269885.162;16;-7.205258661;5.411101561;-8.579053627;7.427879672;W;W;forest;forest;16;16;0.784515801;-1.809935155;-0.123437288;0.235491408;11.70184708;46;0;66;5.85092354;-1.985864202;56;-0.663301734
East Nimba;Djouroutou;Djouroutou_East Nimba;Leaf sponge;1;0;0;0;1;tableS9;1;0.001764041;1;1;269885.162;16;-7.205258661;5.411101561;-8.579053627;7.427879672;W;W;forest;forest;16;16;0.784515801;-1.809935155;-0.123437288;0.235491408;11.70184708;46;0;66;5.85092354;-1.985864202;56;-0.663301734
East Nimba;Bafing;Bafing_East Nimba;Honey above-ground;1;0;0;0;0;0;1;0.001045039;1;0;647543.2774;16;-10.43459141;12.98639809;-8.579053627;7.427879672;W;W;savannah;forest;20;16;0.470805758;-0.91704289;-0.123437288;0.235491408;536.2006924;117;0;66;268.1003462;0.616598911;91.5;1.123685281
East Nimba;Conkouati;Conkouati_East Nimba;Algae fishing;1;NA;0;NA;0;0;0;0.000410275;0;1;2531656.621;16;11.19912905;-3.947261686;-8.579053627;7.427879672;C;W;forest;forest;24;16;-0.089430149;0.473980147;-0.123437288;0.235491408;34.03866033;76;0;66;17.01933017;-1.667602292;71;0.200472957
East Nimba;Djouroutou;Djouroutou_East Nimba;Ant fishing;1;0;0;0;1;tableS9;1;0.001764041;1;1;269885.162;16;-7.205258661;5.411101561;-8.579053627;7.427879672;W;W;forest;forest;16;16;0.784515801;-1.809935155;-0.123437288;0.235491408;11.70184708;46;0;66;5.85092354;-1.985864202;56;-0.663301734
East Nimba;Bafing;Bafing_East Nimba;Honey toolset;2;0;0;0;0;0;1;0.001045039;1;0;647543.2774;16;-10.43459141;12.98639809;-8.579053627;7.427879672;W;W;savannah;forest;20;16;0.470805758;-0.91704289;-0.123437288;0.235491408;536.2006924;117;0;66;268.1003462;0.616598911;91.5;1.123685281
East Nimba;Bateke;Bateke_East Nimba;Marrow pick;1;0;0;0;0;0;0;2.19E-05;0;0;2721130.358;16;14.01392055;-2.089069386;-8.579053627;7.427879672;C;W;savannah;forest;23;16;-1.8452742;0.547613547;-0.123437288;0.235491408;228.6298578;57;0;66;114.3149289;-0.443034192;61.5;-0.322326011
Gashaka;Boe;Boe_Gashaka;Termite fishing;1;0;0;0;0;0;1;0.002261787;0;0;2858493.931;15;-14.07014562;11.86054725;11.57910159;7.325203143;W;NC;savannah;forest;15;217;0.933444386;0.59785724;-0.158146734;0.163979585;606.0067926;117;292.7169385;83;449.3618656;1.51630351;100;1.446993504
Gashaka;Bafing;Bafing_Gashaka;Honey eating;0;0;0;0;0;0;0;0.000236461;0;0;2490860.084;20;-10.43459141;12.98639809;11.57910159;7.325203143;W;NC;savannah;forest;20;217;-0.419612875;0.457405716;0.015400493;0.482745326;536.2006924;117;292.7169385;83;414.4588155;1.359670583;100;1.446993504
Gashaka;Bafing;Bafing_Gashaka;Ant dipping;1;0;1;0;0;0;0;0.000236461;0;0;2490860.084;20;-10.43459141;12.98639809;11.57910159;7.325203143;W;NC;savannah;forest;20;217;-0.419612875;0.457405716;0.015400493;0.482745326;536.2006924;117;292.7169385;83;414.4588155;1.359670583;100;1.446993504
Gashaka;Bafing;Bafing_Gashaka;Ant eating;0;0;0;0;0;0;0;0.000236461;0;0;2490860.084;20;-10.43459141;12.98639809;11.57910159;7.325203143;W;NC;savannah;forest;20;217;-0.419612875;0.457405716;0.015400493;0.482745326;536.2006924;117;292.7169385;83;414.4588155;1.359670583;100;1.446993504
Gashaka;Boe;Boe_Gashaka;Nut cracking;2;0;0;0;0;0;1;0.002261787;0;0;2858493.931;15;-14.07014562;11.86054725;11.57910159;7.325203143;W;NC;savannah;forest;15;217;0.933444386;0.59785724;-0.158146734;0.163979585;606.0067926;117;292.7169385;83;449.3618656;1.51630351;100;1.446993504
Gashaka;Boe;Boe_Gashaka;Honey toolset;2;0;0;0;0;0;1;0.002261787;0;0;2858493.931;15;-14.07014562;11.86054725;11.57910159;7.325203143;W;NC;savannah;forest;15;217;0.933444386;0.59785724;-0.158146734;0.163979585;606.0067926;117;292.7169385;83;449.3618656;1.51630351;100;1.446993504
Gashaka;Bwindi;Bwindi_Gashaka;Honey toolset;2;0;0;0;0;0;1;0.001215402;0;1;2221909.728;32;29.76635121;-1.04902414;11.57910159;7.325203143;E;NC;forest;forest;32;217;0.56129651;0.340833461;0.431913839;1.003532226;40.46149823;35;292.7169385;83;166.5892184;-0.029932721;59;-0.473367561
Gashaka;Boe;Boe_Gashaka;Water dipping;1;0;0;0;0;0;1;0.002261787;0;0;2858493.931;15;-14.07014562;11.86054725;11.57910159;7.325203143;W;NC;savannah;forest;15;217;0.933444386;0.59785724;-0.158146734;0.163979585;606.0067926;117;292.7169385;83;449.3618656;1.51630351;100;1.446993504
Gashaka;Bafing;Bafing_Gashaka;Honey toolset;2;0;0;0;0;0;0;0.000236461;0;0;2490860.084;20;-10.43459141;12.98639809;11.57910159;7.325203143;W;NC;savannah;forest;20;217;-0.419612875;0.457405716;0.015400493;0.482745326;536.2006924;117;292.7169385;83;414.4588155;1.359670583;100;1.446993504
Gashaka;Comoe;Comoe_Gashaka;Termite eating;0;0;0;0;0;0;1;0.00272896;0;0;1693119.326;18;-3.70789;8.841651;11.57910159;7.325203143;W;NC;savannah;forest;18;217;1.045952355;0.063541167;-0.054018397;0.366000745;298.9687793;69.5;292.7169385;83;295.8428589;0.770698827;76.25;0.460111566
Gashaka;Bafing;Bafing_Gashaka;Marrow pick;1;0;0;0;0;0;0;0.000236461;0;0;2490860.084;20;-10.43459141;12.98639809;11.57910159;7.325203143;W;NC;savannah;forest;20;217;-0.419612875;0.457405716;0.015400493;0.482745326;536.2006924;117;292.7169385;83;414.4588155;1.359670583;100;1.446993504
Gashaka;Boe;Boe_Gashaka;Algae fishing;1;0;0;0;0;0;1;0.002261787;0;0;2858493.931;15;-14.07014562;11.86054725;11.57910159;7.325203143;W;NC;savannah;forest;15;217;0.933444386;0.59785724;-0.158146734;0.163979585;606.0067926;117;292.7169385;83;449.3618656;1.51630351;100;1.446993504
Gashaka;Bafing;Bafing_Gashaka;Leaf sponge;1;0;0;0;0;0;0;0.000236461;0;0;2490860.084;20;-10.43459141;12.98639809;11.57910159;7.325203143;W;NC;savannah;forest;20;217;-0.419612875;0.457405716;0.015400493;0.482745326;536.2006924;117;292.7169385;83;414.4588155;1.359670583;100;1.446993504
Gashaka;Boe;Boe_Gashaka;Leaf sponge;1;0;0;0;0;0;1;0.002261787;0;0;2858493.931;15;-14.07014562;11.86054725;11.57910159;7.325203143;W;NC;savannah;forest;15;217;0.933444386;0.59785724;-0.158146734;0.163979585;606.0067926;117;292.7169385;83;449.3618656;1.51630351;100;1.446993504
Gashaka;Bafing;Bafing_Gashaka;Honey above-ground;1;0;1;0;0;0;0;0.000236461;0;0;2490860.084;20;-10.43459141;12.98639809;11.57910159;7.325203143;W;NC;savannah;forest;20;217;-0.419612875;0.457405716;0.015400493;0.482745326;536.2006924;117;292.7169385;83;414.4588155;1.359670583;100;1.446993504
Gashaka;Dindefelo;Dindefelo_Gashaka;Honey toolset;2;0;0;0;0;0;0;0.000460724;0;0;2686714.999;12;-12.39585383;12.36026396;11.57910159;7.325203143;W;NC;savannah;forest;12;217;-0.019940671;0.534627976;-0.26227507;-0.083274332;564.3304759;116;292.7169385;83;428.5237072;1.423553542;99.5;1.428749962
Gashaka;Bwindi;Bwindi_Gashaka;Algae fishing;1;0;0;0;0;0;1;0.001215402;0;1;2221909.728;32;29.76635121;-1.04902414;11.57910159;7.325203143;E;NC;forest;forest;32;217;0.56129651;0.340833461;0.431913839;1.003532226;40.46149823;35;292.7169385;83;166.5892184;-0.029932721;59;-0.473367561
Gashaka;Bili-Uele;Bili-Uele_Gashaka;Algae fishing;1;0;0;0;1;fig3;1;0.000632209;0;1;1505965.819;1;24.81145212;4.186495919;11.57910159;7.325203143;E;NC;forest;forest;1;217;0.169656955;-0.055966434;-0.64407897;-2.836671862;206.6584926;43.05263158;292.7169385;83;249.6877155;0.509877562;63.02631579;-0.233101093
Gashaka;Boe;Boe_Gashaka;Marrow pick;1;0;0;0;0;0;1;0.002261787;0;0;2858493.931;15;-14.07014562;11.86054725;11.57910159;7.325203143;W;NC;savannah;forest;15;217;0.933444386;0.59785724;-0.158146734;0.163979585;606.0067926;117;292.7169385;83;449.3618656;1.51630351;100;1.446993504
Gashaka;Bafing;Bafing_Gashaka;Ant fishing;1;0;1;0;0;0;0;0.000236461;0;0;2490860.084;20;-10.43459141;12.98639809;11.57910159;7.325203143;W;NC;savannah;forest;20;217;-0.419612875;0.457405716;0.015400493;0.482745326;536.2006924;117;292.7169385;83;414.4588155;1.359670583;100;1.446993504
Gashaka;Dindefelo;Dindefelo_Gashaka;Marrow pick;1;0;0;0;0;0;0;0.000460724;0;0;2686714.999;12;-12.39585383;12.36026396;11.57910159;7.325203143;W;NC;savannah;forest;12;217;-0.019940671;0.534627976;-0.26227507;-0.083274332;564.3304759;116;292.7169385;83;428.5237072;1.423553542;99.5;1.428749962
Gashaka;Comoe;Comoe_Gashaka;Termite fishing;1;1;0;0;0;0;1;0.00272896;0;0;1693119.326;18;-3.70789;8.841651;11.57910159;7.325203143;W;NC;savannah;forest;18;217;1.045952355;0.063541167;-0.054018397;0.366000745;298.9687793;69.5;292.7169385;83;295.8428589;0.770698827;76.25;0.460111566
Gashaka;Conkouati;Conkouati_Gashaka;Honey above-ground;1;1;1;1;0;0;1;0.003569238;0;1;1247210.279;24;11.19912905;-3.947261686;11.57910159;7.325203143;C;NC;forest;forest;24;217;1.206795043;-0.248305042;0.154238275;0.684766486;34.03866033;76;292.7169385;83;163.3777994;-0.053246337;79.5;0.612026161
Gashaka;Boe;Boe_Gashaka;Underground toolset;2;0;1;0;0;0;1;0.002261787;0;0;2858493.931;15;-14.07014562;11.86054725;11.57910159;7.325203143;W;NC;savannah;forest;15;217;0.933444386;0.59785724;-0.158146734;0.163979585;606.0067926;117;292.7169385;83;449.3618656;1.51630351;100;1.446993504
Gashaka;Bwindi;Bwindi_Gashaka;Honey above-ground;1;1;1;1;0;0;1;0.001215402;0;1;2221909.728;32;29.76635121;-1.04902414;11.57910159;7.325203143;E;NC;forest;forest;32;217;0.56129651;0.340833461;0.431913839;1.003532226;40.46149823;35;292.7169385;83;166.5892184;-0.029932721;59;-0.473367561
Gashaka;Bili-Uele;Bili-Uele_Gashaka;Honey eating;0;0;0;0;1;fig3;1;0.000632209;0;1;1505965.819;1;24.81145212;4.186495919;11.57910159;7.325203143;E;NC;forest;forest;1;217;0.169656955;-0.055966434;-0.64407897;-2.836671862;206.6584926;43.05263158;292.7169385;83;249.6877155;0.509877562;63.02631579;-0.233101093
Gashaka;Boe;Boe_Gashaka;Honey underground ;1;0;0;0;0;0;1;0.002261787;0;0;2858493.931;15;-14.07014562;11.86054725;11.57910159;7.325203143;W;NC;savannah;forest;15;217;0.933444386;0.59785724;-0.158146734;0.163979585;606.0067926;117;292.7169385;83;449.3618656;1.51630351;100;1.446993504
Gashaka;Conkouati;Conkouati_Gashaka;Underground toolset;2;0;1;0;0;0;1;0.003569238;0;1;1247210.279;24;11.19912905;-3.947261686;11.57910159;7.325203143;C;NC;forest;forest;24;217;1.206795043;-0.248305042;0.154238275;0.684766486;34.03866033;76;292.7169385;83;163.3777994;-0.053246337;79.5;0.612026161
Gashaka;East Nimba;East Nimba_Gashaka;Ant fishing;1;0;1;0;0;0;0;0.000592646;0;1;2225383.75;16;-8.579053627;7.427879672;11.57910159;7.325203143;W;NC;forest;forest;16;217;0.130935345;0.342427372;-0.123437288;0.235491408;0;66;292.7169385;83;146.3584693;-0.180817738;74.5;0.375606764
Gashaka;Bafing;Bafing_Gashaka;Algae fishing;1;0;0;0;0;0;0;0.000236461;0;0;2490860.084;20;-10.43459141;12.98639809;11.57910159;7.325203143;W;NC;savannah;forest;20;217;-0.419612875;0.457405716;0.015400493;0.482745326;536.2006924;117;292.7169385;83;414.4588155;1.359670583;100;1.446993504
Gashaka;Dindefelo;Dindefelo_Gashaka;Honey underground ;1;0;0;0;0;0;0;0.000460724;0;0;2686714.999;12;-12.39585383;12.36026396;11.57910159;7.325203143;W;NC;savannah;forest;12;217;-0.019940671;0.534627976;-0.26227507;-0.083274332;564.3304759;116;292.7169385;83;428.5237072;1.423553542;99.5;1.428749962
Gashaka;Conkouati;Conkouati_Gashaka;Ant dipping;1;0;1;0;0;0;1;0.003569238;0;1;1247210.279;24;11.19912905;-3.947261686;11.57910159;7.325203143;C;NC;forest;forest;24;217;1.206795043;-0.248305042;0.154238275;0.684766486;34.03866033;76;292.7169385;83;163.3777994;-0.053246337;79.5;0.612026161
Gashaka;Conkouati;Conkouati_Gashaka;Honey eating;0;0;0;0;0;0;1;0.003569238;0;1;1247210.279;24;11.19912905;-3.947261686;11.57910159;7.325203143;C;NC;forest;forest;24;217;1.206795043;-0.248305042;0.154238275;0.684766486;34.03866033;76;292.7169385;83;163.3777994;-0.053246337;79.5;0.612026161
Gashaka;Dindefelo;Dindefelo_Gashaka;Honey above-ground;1;0;1;0;0;0;0;0.000460724;0;0;2686714.999;12;-12.39585383;12.36026396;11.57910159;7.325203143;W;NC;savannah;forest;12;217;-0.019940671;0.534627976;-0.26227507;-0.083274332;564.3304759;116;292.7169385;83;428.5237072;1.423553542;99.5;1.428749962
